리뷰	플레이타임	유용한 평가	재밌는 평가	구매게임 수	작성 년도	작성 월	label
이쪽 장르에 편견이 좀 있어서 반신반의 하며 구매했으나...이건 진짜 직접 해봐야 알수있다. 굉장한 중독성. 잘 닦아져 나온 완성도. 흡입력. 아기자기하고 애착가는 케릭터들. 배경들. 만점짜리 BGM. 다양한(필자처럼 욕심많은 사람한텐 조금 버거울정도로 많은) 컨텐츠.이걸 전부 1인 개발자가 만들었다고 하는데 정말 놀라울 따름.....이제 어느덧 하나의 장르이자 카테고리가 되버린 AAA 작품들 위주로 즐겨왔었는데여태까지 가졌던 인디장르에 대한 편견을 한방에 깨준 흔히 말하는 '갓겜' 되시겠다.굳이 단점을 찾자면... 이라고 쓰고 단점 찾아볼랬는데 정말 딱히 없다. 허... 1인 개발자가 도트찍어서 미디BGM덮어서 만든 얼핏보면 조악해보이는 이 작품이최근 출시한 AAA들 어느것과 비교해봐도 부족함이 없는 만족감을 주고있다. 정말 칭찬을 해도 해도 모자랄 정도.패치로 코옵까지 지원한다니 허허....	80.3	3	1	183	2016	4	1
결혼하기 전에는 겁나 설렜는데 막상 결혼하면 별거 없음아무튼 게임 매우 재밌네여특히 하베스트문 팬이라면 꼭 사세요	63.9	7	3	471	2016	5	1
이 게임 전에 하베스트문이라는 게임이 있었다.그걸 토대로 만들어진 게임이라 생각	10.2	5	0	628	2016	5	1
이게임은 진짜미친거같아 게임을 끌 타이밍을 모르겟어 살려줘	55.0	4	3	52	2016	3	1
걍 갓겜 친구랑 하면 더 재밌고 혼자해도 재밌음	98.8	8	1	19	2018	10	1
할만했습니다. 게임내 할것들도 많아서 지루할틈도 없고몰입하면서 파기 좋은 게잉이었던것 같습니다.	18.1	5	0	137	2018	11	1
어릴 적 동심으로 돌아가게 해준 아주 소중한 게임	75.6	5	0	124	2017	1	1
농사의 게임	5.5	8	0	3284	2017	11	1
뭔지 모르겠는데 힐링되는 게임	1.9	7	0	27	2019	8	1
4차 산업혁명이 인정한 귀농의 매력	5.8	7	9	185	2020	1	1
이 가격에 솔플로 제 2의 인생을 살아볼 수 있고 멀티로 친구들과 생활하며 공동체 의식이 내안에 내재하고 있음을 비로소 깨닫게 한다. 2년이 지나 부르주아가 된 '나'는 이제 모든걸 다 갖게 되어 한동안 갓겜임을 잊고 살았지만 대규모 업뎃 이후 새로운 게 많이 생겨 다시 내 캐릭이 초라해지고 새로운 것을 얻기위해 끝없는 모험을 떠난다. 솔직히 말하면 도전과제 깨려다가 스팀 안키고 해서 안깨진게 많다보니 다시 시작한거다 감자싹에 하나하나 물을 부어대니 내 어깨가 점점 아파온다 정말 이 게임은 현실에서도 노동하는 기분을 몸소 느끼게 해준다. 배그 다음으로 국민게임이니 망설일 시간에 사라. 그럼 넌 픽셀로 된 게임에 감명 받겠지 여기까지 읽었다면 고생 많았다 참고로 난 광산 50층인가 60층 쯤에 나오는 얼음동굴의 브금을 정말 좋아한다.	422.5	12	4	35	2020	2	1
귀농생활의 시작	34.9	4	0	282	2017	6	1
내가 늙어죽기 직전에도 이 게임을 하고 있을까봐 겁난다	54.4	5	4	5	2019	8	1
.	222.6	5	0	116	2016	3	1
FM과 문명 이후로이렇게 끄고싶지 않은 게임은 처음인듯..	60.5	4	2	16	2016	3	1
할거없을때 누워서 낚시하면됨	69.6	3	2	173	2019	7	1
캐주얼 농사 게임??? 캐주얼이 다 죽었나?????내 집 마련하느라 힘들어죽는 줄 알았네	177.3	9	7	388	2021	7	1
친구랑 같이 처음 해봤는데 진짜 시간 가는 줄 모르겠네요 개꿀잼...너무 재밌습니다...	33.5	4	1	19	2021	6	1
농사하고 마을주민 관계도올리고 채집하고..낚시로짤짤이 돈벌고동굴에가서 자원캐서 농사쪽에 투자한다.감상평은 잘못남기는 편이라 대충요약을 하였습니다.	95.7	5	0	183	2016	9	1
귀농겜. 이리듐 스프링쿨러로 농장을 도배하는 순간 할게 없어진다. 이리듐 스프링쿨러를 얻기위한 해골광산에서의 살아남기 여정.	134.1	4	0	169	2018	7	1
문명 2d 도트판. 캐피탈리즘 호 게임 '레세티아'를 능가하는 중독성을 자랑한다. 올해의 GOTY를 뽑는다면 엑스컴 2와 스타듀밸리를 꼽겠다. 농촌 생활을 즐길 수 있는 게임이라고 하는데, 과대포장해놓은 미사여구에 불과하고,사실 자본주의에 찌들어가는 농부의 연애 이야기이다.단점은 1년차가 지나고, 2년차가 또 지나고 다년차가 되어가면 현자타임이 찾아온다. 시뮬레이션 특성상 즐길 만한 이벤트가 없어짐.1년차: 낚시왕 게임, 거지 근성 작렬.2년차: 번들개방 후 자본주의 효율극대화 농장- 스타후르츠, 고대열매, 와인통 (3개 다 금지목록 치트키임)다년차: 할 것이 사라져서 집, 농장 인테리어질	8.8	7	5	89	2016	12	1
재미있음	115.1	6	0	5	2021	3	1
시간떄우기 갓겜	171.8	5	0	32	2020	7	1
퇴근하고 조금씩 하던게임이 어느덧 700시간을 달려가고있어요. 지겨울때 잠깐쉬어도 좀지나면 생각나는게임.. XD정식 한글화가 조금 아쉬워요. 그래도 재밌어요!	1093.4	2	0	41	2018	9	1
산지는 좀 지나서 세일 못할때 샀는데 그래도 아깝지 않은 게임이런 류의 게임을 좋아해서 더 즐겁게 하고있습니다.세바스찬 잘생겼다... 아비게일도 이뻐서 좋다.평화로운 농장에서 전자 피톤치드를 맡으며 마음이 훈훈하고 상쾌해지는 기분을 느낄수있습니다.가끔 돈을 모으는데 집착하게되기는 하지만 그래도 충분한 힐링을 느낄수있어서 좋습니다1!!	186.1	4	2	17	2017	7	1
간단하고 평화로운게임 Ez	53.9	8	5	150	2018	7	1
앙	985.1	6	0	526	2018	6	1
(시간증발)인생게임	214.3	8	4	13	2019	2	1
ㄹㅇ 오지는 갓겜 요즘 하베스트문이나 룬팩토리 등 게임들이 충족시켜주지 못하는 과거의 느낌을 제대로 충족시켜줌	50.2	3	0	776	2016	7	1
도전과제 완료발뻗고 잔-다	120.1	5	3	111	2020	5	1
시간 가는 줄 모름	114.2	2	1	31	2018	10	1
드디어 한글화갓겜	221.6	3	2	45	2018	2	1
패드 꽂고 낚시하다가 진동때문에 낚시만 하루죙일 하고있습니다10/10	154.5	3	9	284	2016	2	1
낚시꿀잼	29.8	4	1	61	2019	12	1
귀농 허쉴?	52.4	3	1	172	2018	5	1
넘나잼난것	572.6	3	0	43	2018	5	1
조금 해봤는데 재밌는 것 같네요	415.1	4	1	20	2018	5	1
이 게임 하나 사면 몇일은 그냥 보냄 ㄹㅇ	187.4	3	1	54	2018	5	1
.	64.1	3	0	89	2018	5	1
갓겜	88.2	2	0	244	2017	11	1
갈등요소가 없어도 게임이 재밌다는 것을 몸소 느끼게 해준 게임 구매전에는 사고 후회할까봐 많이 고민했지만 이 게임은 허구어날 치고박고 싸우며 승리만을 목적으로 하는 현대 게임들 보다 깊은 재미를 내포하고 있다.내가 제작자라면 캐릭터성을 위해 좀더 많은 텍스쳐 이벤트를 넣었겠지만 1인 개발로 이정도의 방대한 게임을 만들어 냈다는 것은 대단하다고 밖에 표현할 길이없다.단점이라곤 제작 디자인 자체가 노골적인 트레이싱 이라는 것 정도	47.4	4	0	81	2018	9	1
"힐링없는 농촌게임 이 게임으로 진정 여유로운 힐링을 바라는 유저들은 구매 전에 다시한번 생각해봤으면 좋겠다. 게임하다보면 농촌 특유의 목가적이고 차분한 분위기를 느끼긴 커녕 마을사람들과 친해지랴, 농사지으랴, 파밍하랴 정신이 없다. 다양한 컨텐츠를 제공하려는 제작자의 의도는 이해가지만 다양한 컨텐츠가 플레이어에게 오히려 다양한 방식의 노가다를 강요하는 아이러니가 벌어진다. 농사지으면, 낚시하고, 낚시하면 파밍하고, 파밍하면 주민들에게 선물 준비하고, 이걸 무한반복해서 집을 크게 짓고, 돈을 많이 벌고 결혼해서 애낳고 행복하게 잘 살게 되는 것이 이 게임의 전체적인 내용이며 끝. 더 이상의 내용과 게임적 의미를 찾아볼 수가 없기에 시간이 흐를수록 기하급수적으로 지루해진다. 문제는 유저가 게임을 진행하기위해서라도 앞서 말한 것들을 무한반복 해야된다는 점. 농사만 짓는다든지, 낚시만 한다든지, 아니면 아무것도 안 하고 그냥 한량으로 산다든지 등등 플레이어가 직접 자신만의 플레잉 스타일을 선택할 수가 없다. 나는 그냥 적당히 농사만 짓고 전원생활 즐기면서 쉬엄쉬엄 게임하고 싶은데, 게임진행상 그런 식의 플레이가 절대 불가능한 것. 게임자체가 이미 ""노가다를 해서 자본과 아이템을 모아야 게임을 진행시킬 수 있다""는 선형적인 플레이 방식을 깔아놓고 있다. 즉 앞서 제시한 ""농사"", ""파밍"", ""사교"", ""낚시"", ""광물캐기""중에 뭐 하나라도 제대로 안돼있다면 게임내용상의 아무런 진전이 일어나지 않는다. 이런 게임류의, 자본축적과 노가다의 무한궤도에서 쉼표를 찍어주는 재미요소가 등장인물들과 부대끼면서 벌어지는 이벤트나 탄탄한 스토리일테다. 하지만 이 게임에서는 그런 것도 찾기가 힘들다. 스토리는, 맨 처음에 주인공의 할아버지가 죽으면서 주인공에게 그의 시골땅을 물려주는 게 끝. 스토리가 없다면 등장인물들간의 상호작용을 정교하게 만들거나 플레이어의 자유도를 높이는 등, 스토리가 없는 대신에 생긴 게임적 공백을 메워야 하는데 그것도 없다. 물론 마을주민들과 친밀도를 쌓으면 여러가지 인물이벤트가 발생하고, 실제로 그게 재밌어서 플레이 하는 유저들도 많지만 내가 느낀 인물 이벤트는 단지 ""상대방이 좋아하는 선물을 많이주면 자판기처럼 던져주는"" 아주 조악한 스크립트 쪼가리로만 보였다. 인물 이벤트가 엄청 단편적이고 일회적이라서 아무런 서사적 만족을 느낄 수가 없다. 게다가 게임 속 인물들과는, 선물을 주면 생기는 생색내기식 이벤트 이외에 그 어떤 상호작용도 찾아볼 수 없다. 플레이어에게 있어 마을주민들은 맨날 똑같은 시간에, 똑같은 장소를 걸어다니며, 똑같은 말을 내뱉는 1년주기의 태엽인형이며, 플레이어가 몇시간 노가다 해서 일궈놓은 재산과 아이템을 선물로 축내는 골칫덩이로 보일 뿐이다. 2분남짓한 이벤트를 보기위해 1시간 동안 뺑뺑이를 돌려야하는 극강의 비효율성은 결혼과 연애에서도 똑같이 나타난다. 상대방에게 그가 좋아하는 아이템을 선물하고 호감을 얻어서 로맨틱한 느낌의 인물이벤트를 3회정도 하고 결혼한다. 그리고 끝이다. 요컨대 등장인물과 플레이어의 관계를 단순히 ""선물""->""호감""이라는 정비례함수로 단순하게 처리하다보니 잠재적인 매력을 충분히 뿜어낼 수 있는 캐릭터들도 아무런 구실을 하지 못한다. 그나마 결혼을 한 후엔, 배우자 캐릭터와 상호작용도 거의 없다시피한다. 기껏해야 가까이 가면 뽀뽀해주는 거 정도랄까? 결국 이 게임도 기존 게임세상에서 우리를 지치게 만드는, 레벨업을 위한 무한축적/무한노가다를 강요하는 여타의 게임에 가깝다. 계속 하다보면 왜 이걸 하고있는지 스스로 물어보는 자신을 발견할 수 있으며 별 다른 매력도 느껴지지 않는 캐릭터 하나를 꼬시기 위해 몇시간 동안 시간을 투자한 스스로에 상당한 찝찝함과 자괴감을 느낄 것이다.결론: 힐링없는 노가다 농촌게임. 컨텐츠는 다양하지만, 결국 동일한 방식의 레퍼토리만 반복. 등장인물들과의 상호작용이 거의 제로. 스토리의 부재와, 빈약하고 단순한 이벤트. 선형적 플레이로인한 지루함과 엄청난 시간소모"	19.3	36	1	70	2018	2	0
나하고 춤 아무도 안춰줌	105.6	19	48	27	2019	9	0
나같은 아싸가 하기엔 너무 사람을 만나야함... 난 조용히 농사를 짓고싶어	18.1	13	14	25	2018	6	0
무슨짓을 해도 실행이 안됨..	0.9	13	0	2	2019	5	0
업데이트해서 재밌는거 많이 생겼지만한국인은 역시 노가다 한다고 심신이 지침하다가 졸려죽는 경우 오백번	207.4	4	0	35	2020	12	0
재밌습니다 엄청.하지만 렉과 버그가 넘쳐납니다. 돈주고 샀는데 재밌어서 더 고통받습니다.	492.3	6	2	171	2016	3	0
처음엔 재밌고 신선하고 갓겜이다- 하지만 진행하다보면 똑같은 일과의 연속으로 지루해짐전 파밍게임이랑은 안 맞는 것 같네요	43.2	4	0	111	2018	4	0
나온지 20년된 하베스트문 (국내명 목장이야기) 시리즈에 낚시질,광부짓만 더한게임슈퍼패미콤으로 나온 1996년작 하베스트문하고 별 차이도 없는데다가 멀티도 안되고 그래픽도 비슷함왜 그리 선풍적인 인기를 끌었는가 곰곰히 생각해보니 하베스트문 안해본사람들이 좋아라하는듯함	8.1	18	0	116	2017	6	0
귀엽긴 한데 너무 귀찮다,,,	6.6	6	0	31	2020	9	0
실행이라도 되게 해줘..	14.9	4	0	9	2021	7	0
윌리가 요망함	179.1	3	7	23	2019	10	0
korean	3.2	5	3	65	2018	12	0
실행이 안돼잖아 갑자기왜이러는데 개새끼들아	140.0	4	0	11	2021	2	0
멀티할때 자꾸 튕겨요...개빡	266.9	4	0	2	2020	3	0
한글화 낚시가 너무 컸다..	42.6	4	0	19	2019	1	0
음.... 의미없는 노가다와 힐링을 원하는 분들에겐 최고의 게임입니다. 사운드니 도트 감성이니 정말 좋습니다.하지만 전 다크소울 마냥 몬스터 사냥하고 사람 쏴죽이는 게임을 더 선호하기에 이 게임을 재미있게 하지는 않은것 같네요 광산에서 몬스터 학살하는것만은 재밌게 했던것 같습니다.	59.8	3	0	151	2020	1	0
평가는 좋지만, 플레이할 수 없을 정도로 랜덤 크래쉬 버그가 일어납니다 세이브가 안 되는 하루 일과를 의미 없이 똑같이 반복하는 일을 하다보면이걸 왜 하나 하시는 기분이 들 겁니다버그를 겪지 않는 축복받은 분들이라면 재밌게 플레이하실 수 있을 겁니다그러나 버그가 일어나는 분들이라면 이 게임을 사놓고도 거의 플레이할 수 없을 겁니다	64.8	6	1	331	2016	4	0
죽음이라는 개념이 없고, 기한제한도 없어서 천천히 플레이 하는 것이 제작자의 의도에 맞지만, 1년번들을 하기위해 돈벌이를 위한 플레이를 몇 번 해본 후에는 전혀 천천히 플레이 하지 못하게 된다. 사실 게임이라는게 즐겁기 위해서 하는 것인데 새로운 것을 추구하고 더 나은 방법을 찾기 위해서 게임을 하는 유저가 대부분인데 반해 이 게임이 추구하는 바는 조금 다르다. 애초에 하드한 게임을 하기 위해 이 게임을 사는건 추천하지 않는다. 소소하게 즐기고 인물간 발생하는 이벤트를 즐기기 위해서 하는 게임이다.	512.3	5	0	29	2017	5	0
게임 중간 중간 발생하는 다양한 이벤트는 흥미롭고, (게임 속의) 하루만 더 플레이해야지 하다보면 시간 가는 줄 모르고 이 게임을 하고 있는 자신을 볼 수 있다. 몇일간 기른 작물을 재배할때는 이게 바로 농부의 마음인가 싶은 기쁨을 느꼈다.하지만 더 많은 돈을 벌기 위해 노가다를 하다보니 문득 '내가 게임 속에서 왜 이런 노가다를 하고 있나' 하는 회의감이 들었다. 많은 사람들이 스타듀밸리를 가리켜 '힐링게임'이라 하지만, 날 위한 '힐링게임'은 아니었다.	7.8	8	0	329	2018	1	0
Product refunded 정말 노잼쓰...손이 안가고 재미가 없음 ㅠㅠ나도 힐링하고 싶어서 고민고민하다 샀는데 환불하고싶을정도..일단은 더 해보려고 노력은 해보는데 쉽지 않음.정말 내가 좋아하는 요소로 꽉 찬 게임 같은데 왜 재미없는지 모르겠음.일단 인터페이스가 정~말 불편하고 뭘 어떻게 하는지, 뭘 해야될지 모르겠어서 진입이 쉽지 않은듯.할인때 사긴 했지만 손이 안가므로 매우 돈이 아깝다..	0.8	2	0	22	2019	12	0
